,stat_field,unique_value,count
26348,Well Name,1 MULEY CREEK,1
26349,Well Name,1 MULEY-FED,1
26350,Well Name,1 MULLADY-STATE,1
26351,Well Name,1 MULLEN,1
26352,Well Name,1 MULLER,2
26353,Well Name,1 MULLINIX,1
26354,Well Name,1 MULROONEY,1
26355,Well Name,1 MUMFORD RIDGE,1
26356,Well Name,1 MUMMA,1
26357,Well Name,1 MUNDELL,2
26358,Well Name,1 MUNDOLL ET AL,1
26359,Well Name,1 MUNDY,1
26360,Well Name,1 MUNN,2
26361,Well Name,1 MUNN ET AL,2
26362,Well Name,1 MUNOX- GOVERNMENT,1
26363,Well Name,1 MUNOZ-TWIN FEDERAL,1
26364,Well Name,1 MUNSEN-TORVIK,1
26365,Well Name,1 MUNSHAW,1
26366,Well Name,1 MUNSON,3
26367,Well Name,1 MUNTZ STATE,1
26368,Well Name,1 MUNZ,1
26369,Well Name,1 MURANE,1
26370,Well Name,1 MURDOCK,1
26371,Well Name,1 MURPHY,9
26372,Well Name,1 MURPHY CREEK STATE,1
26373,Well Name,1 MURPHY CREEK UNIT,1
26374,Well Name,1 MURPHY FED,1
26375,Well Name,1 MURPHY RANGE,2
26376,Well Name,1 MURPHY-CHUDNOW-USA,1
26377,Well Name,1 MURPHY-FEDERAL,1
26378,Well Name,1 MURPHY-GOVT,1
26379,Well Name,1 MURPHY-STATE,2
26380,Well Name,1 MURR,1
26381,Well Name,1 MURRAY,8
26382,Well Name,1 MUSCH,1
26383,Well Name,1 MUSGRAVE,4
26384,Well Name,"1 MUSGROVE ""B""",1
26385,Well Name,1 MUSIL,1
26386,Well Name,1 MUSINIA,1
26387,Well Name,1 MUSKETEER UNIT,1
26388,Well Name,1 MUSKRAT UNIT,1
26389,Well Name,1 MUSSELMAN,1
26390,Well Name,1 MUSSER MOSLER CATTLE CO,1
26391,Well Name,1 MUSSER-ZUREK,1
26392,Well Name,1 MUSSLEMAN,1
26393,Well Name,1 MUSTAIN,1
26394,Well Name,1 MUSTANG,1
26395,Well Name,1 MUSTANG FEDERAL,1
26396,Well Name,1 MUSTARD,1
26397,Well Name,1 MUTCHLER,1
26398,Well Name,1 MUTUAL,1
26399,Well Name,1 MYERS,2
26400,Well Name,1 MYERS FEDERAL,1
26401,Well Name,1 MYERS STATE,1
26402,Well Name,1 MYHRE,1
26403,Well Name,1 MYLANDER,1
26404,Well Name,1 MYRIN RANCH,1
26405,Well Name,1 MYRON-BRENGLE,1
26406,Well Name,1 MYRTLE-GOVERNMENT,1
26407,Well Name,"1 N ""G""",1
26408,Well Name,1 N ALLISON,1
26409,Well Name,1 N BAR RANCH,1
26410,Well Name,1 N BOLTON,1
26411,Well Name,1 N BOUNDARY B 43-28,1
26412,Well Name,1 N COOK INLET,1
26413,Well Name,1 N D,2
26414,Well Name,"1 N D ""B"" TRACT 4",1
26415,Well Name,1 N D FED A,1
26416,Well Name,1 N D STATE,7
26417,Well Name,1 N E COLES,1
26418,Well Name,1 N F WILLIAMSON,1
26419,Well Name,1 N FOX-FEDERAL-A,1
26420,Well Name,1 N G TRIBETT,1
26421,Well Name,1 N J MEAGHER,1
26422,Well Name,1 N J RATHS,1
26423,Well Name,1 N KIRTLAND,1
26424,Well Name,"1 N M & ARIZ LAND ""A""",1
26425,Well Name,"1 N M & ARIZ-LAND ""B""",1
26426,Well Name,1 N M APACHE,1
26427,Well Name,"1 N M FEDERAL ""G""",1
26428,Well Name,1 N M FEDERAL K,1
26429,Well Name,1 N M-B,1
26430,Well Name,1 N M-FED-N,1
26431,Well Name,1 N MCA ELHANEY,1
26432,Well Name,1 N MEX-ARIZONA,1
26433,Well Name,1 N NOONAN BLACK,1
26434,Well Name,1 N P,1
26435,Well Name,1 N P (SORENSON),1
26436,Well Name,1 N P BUBBLES,1
26437,Well Name,1 N PICKREL,1
26438,Well Name,1 N POUDRE,1
26439,Well Name,1 N R OSTANDER,1
26440,Well Name,1 N W BLUFF BENCH,1
26441,Well Name,1 N W IMPROVEMENT,1
26442,Well Name,1 N W LISBON,1
26443,Well Name,"1 N W LISBON ""H""",1
26444,Well Name,1 N W P UNIT,1
26445,Well Name,1 N WATERFLOW,1
26446,Well Name,"1 N-BAR ""A""",1
26447,Well Name,1 N-BAR RANCH,1
26448,Well Name,1 N.B. ANDERSON,1
26449,Well Name,1 N.E. BLANCO UNIT,1
26450,Well Name,1 N.E. MC CHESNEY JR.,1
26451,Well Name,1 N.J.WEDER,1
26452,Well Name,1 NAADEN,2
26453,Well Name,1 NACHTMAN,1
26454,Well Name,1 NACK-FEDERAL,1
26455,Well Name,1 NAGEEZI FEDERAL-33,1
26456,Well Name,1 NAGEL,3
26457,Well Name,1 NAGELSCHNEIDER,1
26458,Well Name,1 NAGLE,2
26459,Well Name,1 NAH-DES-PAH,1
26460,Well Name,1 NALDA,1
26461,Well Name,1 NAMUTH,1
26462,Well Name,1 NAN FIRE BEAR,1
26463,Well Name,1 NANCE,1
26464,Well Name,1 NANCY,1
26465,Well Name,1 NANETTE,1
26466,Well Name,1 NAPATUK CREEK,1
26467,Well Name,1 NAPIER ROAD FEDERAL,1
26468,Well Name,1 NARJES,4
26469,Well Name,1 NASBY,1
26470,Well Name,1 NASH,3
26471,Well Name,1 NASH DRAW GOVT.,1
26472,Well Name,1 NASHLAND,1
26473,Well Name,1 NASHUA BANK,1
26474,Well Name,1 NASKINS,1
26475,Well Name,1 NASLEY,1
26476,Well Name,1 NASON,2
26477,Well Name,1 NASSA,1
26478,Well Name,1 NATANI,1
26479,Well Name,1 NATHAN-FEE,1
26480,Well Name,1 NATION,1
26481,Well Name,1 NATIONAL,1
26482,Well Name,1 NATIONAL FEDERAL,1
26483,Well Name,1 NATIONAL HOUGHT 43-2,1
26484,Well Name,1 NATIONAL LEAD,1
26485,Well Name,1 NATIONS,1
26486,Well Name,1 NATONI,1
26487,Well Name,1 NATURAL RESOURCES,1
26488,Well Name,1 NATURAL-BUTTES,1
26489,Well Name,1 NATURITA CREEK UNIT,1
26490,Well Name,1 NAV TRIBE AZ,1
26491,Well Name,1 NAV-HONOLULU,1
26492,Well Name,1 NAVAHO,1
26493,Well Name,1 NAVAJO,54
26494,Well Name,"1 NAVAJO ""112""",1
26495,Well Name,"1 NAVAJO ""126""",1
26496,Well Name,"1 NAVAJO ""130""",1
26497,Well Name,"1 NAVAJO ""135""",1
26498,Well Name,"1 NAVAJO ""15""",1
26499,Well Name,"1 NAVAJO ""19""",1
26500,Well Name,"1 NAVAJO ""190""",1
26501,Well Name,"1 NAVAJO ""20""",1
26502,Well Name,"1 NAVAJO ""32""",1
26503,Well Name,"1 NAVAJO ""7""",1
26504,Well Name,"1 NAVAJO ""91""",1
26505,Well Name,"1 NAVAJO ""A""",6
26506,Well Name,"1 NAVAJO ""A-A""",1
26507,Well Name,"1 NAVAJO ""A-O""",1
26508,Well Name,"1 NAVAJO ""AS""",1
26509,Well Name,"1 NAVAJO ""B""",3
26510,Well Name,"1 NAVAJO ""B"" (WATER WELL)",1
26511,Well Name,"1 NAVAJO ""B-B""",1
26512,Well Name,"1 NAVAJO ""E""",1
26513,Well Name,"1 NAVAJO ""F"" (FED)",1
26514,Well Name,"1 NAVAJO ""G""",1
26515,Well Name,"1 NAVAJO ""K""",1
26516,Well Name,"1 NAVAJO ""L""",1
26517,Well Name,"1 NAVAJO ""M""",1
26518,Well Name,"1 NAVAJO ""P""",1
26519,Well Name,"1 NAVAJO ""Q""",1
26520,Well Name,"1 NAVAJO ""U""",2
26521,Well Name,"1 NAVAJO ""V""",1
26522,Well Name,"1 NAVAJO ""W""",1
26523,Well Name,"1 NAVAJO ""Y""",1
26524,Well Name,"1 NAVAJO ""Z""",1
26525,Well Name,1 NAVAJO 'J',1
26526,Well Name,1 NAVAJO (138),1
26527,Well Name,1 NAVAJO (335),1
26528,Well Name,1 NAVAJO (35),1
26529,Well Name,1 NAVAJO (4332),1
26530,Well Name,1 NAVAJO (8351),1
26531,Well Name,1 NAVAJO (88),1
26532,Well Name,1 NAVAJO (AM),1
26533,Well Name,1 NAVAJO (AR),1
26534,Well Name,1 NAVAJO (COW SPRINGS),1
26535,Well Name,"1 NAVAJO - ""E""",1
26536,Well Name,1 NAVAJO - 22 A,1
26537,Well Name,1 NAVAJO - 7,1
26538,Well Name,1 NAVAJO - N,1
26539,Well Name,1 NAVAJO 10,1
26540,Well Name,1 NAVAJO 103,1
26541,Well Name,1 NAVAJO 107,1
26542,Well Name,1 NAVAJO 11,1
26543,Well Name,1 NAVAJO 111,1
26544,Well Name,1 NAVAJO 117,1
26545,Well Name,1 NAVAJO 125,1
26546,Well Name,1 NAVAJO 127,1
26547,Well Name,1 NAVAJO 13,1
26548,Well Name,1 NAVAJO 136,1
26549,Well Name,1 NAVAJO 138,1
26550,Well Name,1 NAVAJO 144,1
26551,Well Name,1 NAVAJO 155,1
26552,Well Name,1 NAVAJO 157,1
26553,Well Name,1 NAVAJO 161,1
26554,Well Name,1 NAVAJO 19,1
26555,Well Name,1 NAVAJO 190,1
26556,Well Name,1 NAVAJO 2,1
26557,Well Name,1 NAVAJO 20-22-7,1
26558,Well Name,"1 NAVAJO 2063 ""A""",1
26559,Well Name,1 NAVAJO 21,1
26560,Well Name,1 NAVAJO 22-11,1
26561,Well Name,1 NAVAJO 30,1
26562,Well Name,1 NAVAJO 33,1
26563,Well Name,1 NAVAJO 35,1
26564,Well Name,1 NAVAJO 39,1
26565,Well Name,1 NAVAJO 4-1,1
26566,Well Name,1 NAVAJO 40,1
26567,Well Name,1 NAVAJO 4000 J,1
26568,Well Name,1 NAVAJO 44-35,1
26569,Well Name,1 NAVAJO 48,1
26570,Well Name,1 NAVAJO 5 SAN JUAN,1
26571,Well Name,1 NAVAJO 50,1
26572,Well Name,1 NAVAJO 5032,1
26573,Well Name,1 NAVAJO 76,1
26574,Well Name,1 NAVAJO 87,1
26575,Well Name,1 NAVAJO 88-16,1
26576,Well Name,1 NAVAJO 8939,1
26577,Well Name,1 NAVAJO A,2
26578,Well Name,1 NAVAJO A J,1
26579,Well Name,1 NAVAJO A-E,1
26580,Well Name,1 NAVAJO A-X,1
26581,Well Name,1 NAVAJO AE,1
26582,Well Name,1 NAVAJO AF,1
26583,Well Name,1 NAVAJO AG,1
26584,Well Name,1 NAVAJO AH,1
26585,Well Name,1 NAVAJO AK,1
26586,Well Name,1 NAVAJO AL,1
26587,Well Name,1 NAVAJO ALLOTED,2
26588,Well Name,1 NAVAJO ALLOTED 16,1
26589,Well Name,1 NAVAJO ALLOTED 19-21-5,1
26590,Well Name,1 NAVAJO ALLOTED 26,1
26591,Well Name,1 NAVAJO ARIZONA,1
26592,Well Name,1 NAVAJO B,3
26593,Well Name,1 NAVAJO B E,1
26594,Well Name,1 NAVAJO BC,1
26595,Well Name,1 NAVAJO BLACK MTN.,1
26596,Well Name,1 NAVAJO BS,1
26597,Well Name,1 NAVAJO C,2
26598,Well Name,1 NAVAJO C Z,1
26599,Well Name,1 NAVAJO C-S,1
26600,Well Name,1 NAVAJO D,1
26601,Well Name,1 NAVAJO DEFIANCE,1
26602,Well Name,1 NAVAJO E,1
26603,Well Name,1 NAVAJO F,1
26604,Well Name,1 NAVAJO FOUR CORNERS,1
26605,Well Name,1 NAVAJO GOTHIC (TRIBAL),1
26606,Well Name,1 NAVAJO H,2
26607,Well Name,1 NAVAJO I,1
26608,Well Name,1 NAVAJO J,1
26609,Well Name,1 NAVAJO LANDS,1
26610,Well Name,1 NAVAJO N,1
26611,Well Name,1 NAVAJO O,1
26612,Well Name,1 NAVAJO P,1
26613,Well Name,1 NAVAJO PARADOX,1
26614,Well Name,1 NAVAJO RESERVATION,1
26615,Well Name,1 NAVAJO SPG,1
26616,Well Name,1 NAVAJO TOCITO,1
26617,Well Name,"1 NAVAJO TR ""13""",1
26618,Well Name,"1 NAVAJO TR ""52""",1
26619,Well Name,1 NAVAJO TRACT - (381),1
26620,Well Name,1 NAVAJO TRACT 106,1
26621,Well Name,1 NAVAJO TRACT 114,1
26622,Well Name,1 NAVAJO TRACT 151,1
26623,Well Name,1 NAVAJO TRACT 23,1
26624,Well Name,1 NAVAJO TRACT 27,1
26625,Well Name,1 NAVAJO TRACT 57,1
26626,Well Name,1 NAVAJO TRACT 77,1
26627,Well Name,1 NAVAJO TRIBAL,5
26628,Well Name,"1 NAVAJO TRIBAL ""AD""",1
26629,Well Name,"1 NAVAJO TRIBAL ""K""",1
26630,Well Name,"1 NAVAJO TRIBAL ""L""",1
26631,Well Name,"1 NAVAJO TRIBAL ""T""",1
26632,Well Name,1 NAVAJO TRIBAL - 2,1
26633,Well Name,1 NAVAJO TRIBAL 172,1
26634,Well Name,1 NAVAJO TRIBAL 404,1
26635,Well Name,1 NAVAJO TRIBAL AA,1
26636,Well Name,1 NAVAJO TRIBAL-AH,1
26637,Well Name,1 NAVAJO TRIBE,1
26638,Well Name,1 NAVAJO TRIBE (1-41),1
26639,Well Name,1 NAVAJO TRIBE (AU),1
26640,Well Name,1 NAVAJO TRIBE A-W,1
26641,Well Name,1 NAVAJO V,1
26642,Well Name,1 NAVAJO Z,1
26643,Well Name,1 NAVAJO-134,1
26644,Well Name,1 NAVAJO-20,1
26645,Well Name,1 NAVAJO-21,1
26646,Well Name,1 NAVAJO-74,1
26647,Well Name,1 NAVAJO-B-W,1
26648,Well Name,1 NAVAJO-CANYON,1
26649,Well Name,1 NAVAJO-D,1
26650,Well Name,1 NAVAJO-DAVIS,1
26651,Well Name,1 NAVAJO-E,1
26652,Well Name,1 NAVAJO-HUMBLE,1
26653,Well Name,1 NAVAJO-MACMULLON,1
26654,Well Name,1 NAVAJO-MOBIL,1
26655,Well Name,1 NAVAJO-POTASH,1
26656,Well Name,1 NAVAJO-SAN JUAN 3,1
26657,Well Name,1 NAVAJO-TEXACO,1
26658,Well Name,1 NAVAJO-TOHONADLA,1
26659,Well Name,1 NAVAJO-TRACT-123,1
26660,Well Name,1 NAVAJO-TRIBAL-B K,1
26661,Well Name,1 NAVARIN,1
26662,Well Name,1 NAVIJO J-1,1
26663,Well Name,1 NAVITY,1
26664,Well Name,1 NAY,2
26665,Well Name,1 NAYLOR (FEE),1
26666,Well Name,1 NBC GROUP,1
26667,Well Name,1 NCRA UNIT,1
26668,Well Name,1 NCRA-BREENE-ANSCH,1
26669,Well Name,1 NCRA-FED-DOCKERY,1
26670,Well Name,1 NCRA-GOVT,1
26671,Well Name,1 NCRA-LINGELBACK-FED,1
26672,Well Name,1 NCT REDLIN,1
26673,Well Name,1 NCT-WHITE,1
26674,Well Name,1 NDN JOHNSON,1
26675,Well Name,1 NEAL,1
26676,Well Name,1 NEAL JOHN NELSON,1
26677,Well Name,"1 NEBR-STATE ""A""",1
26678,Well Name,1 NEBRASKA,2
26679,Well Name,"1 NEBRASKA STATE ""P""",1
26680,Well Name,1 NEDROW,1
26681,Well Name,1 NEEDHAM,2
26682,Well Name,1 NEEDHAM AND MEDFORD,1
26683,Well Name,1 NEEDHAM ETAL,1
26684,Well Name,1 NEEL,3
26685,Well Name,1 NEFSY-THOMPSON,1
26686,Well Name,1 NEGAARD,1
26687,Well Name,1 NEHRING,1
26688,Well Name,1 NEIBER II UNIT,1
26689,Well Name,1 NEIBER-FEDERAL,1
26690,Well Name,1 NEIBURR,1
26691,Well Name,1 NEIL-GOVERNMENT,1
26692,Well Name,1 NEILL,1
26693,Well Name,1 NEILO-OJA,1
26694,Well Name,1 NEILSON,1
26695,Well Name,1 NEILSON SEAGER,1
26696,Well Name,1 NEIMAN,2
26697,Well Name,1 NEITZEL,1
26698,Well Name,1 NELDA BARTON,1
26699,Well Name,1 NELL A,1
26700,Well Name,1 NELL S TRACHTA,1
26701,Well Name,1 NELLIE BRACE,1
26702,Well Name,1 NELLIE IBSEN 2,1
26703,Well Name,1 NELLIE M CLAUSEN,1
26704,Well Name,1 NELLIE WIRTH,1
26705,Well Name,1 NELS A WARD,1
26706,Well Name,1 NELS ANDERSON,1
26707,Well Name,1 NELS FOREID,1
26708,Well Name,1 NELS JOHNSBURG,1
26709,Well Name,1 NELS LINDBERG,1
26710,Well Name,1 NELS MILLER,1
26711,Well Name,1 NELS NELSON,1
26712,Well Name,1 NELS ODEGAARD,1
26713,Well Name,1 NELS PETERSON,2
26714,Well Name,1 NELS-WARD,1
26715,Well Name,1 NELSEN,1
26716,Well Name,1 NELSON,56
26717,Well Name,"1 NELSON ""A""",1
26718,Well Name,"1 NELSON ""C""",1
26719,Well Name,"1 NELSON ""D""",1
26720,Well Name,1 NELSON 'B',1
26721,Well Name,1 NELSON 31-4,1
26722,Well Name,1 NELSON 32,1
26723,Well Name,1 NELSON A,1
26724,Well Name,1 NELSON BROS,1
26725,Well Name,1 NELSON BROS.,1
26726,Well Name,1 NELSON ESTATE,1
26727,Well Name,1 NELSON UNIT,2
26728,Well Name,1 NELSON UPRR,1
26729,Well Name,1 NELSON-A,1
26730,Well Name,1 NELSON-DURNIN,1
26731,Well Name,1 NELSON-NORDBY,1
26732,Well Name,1 NEMEC,1
26733,Well Name,1 NERAAL,1
26734,Well Name,1 NERMAE,1
26735,Well Name,1 NERMOE,2
26736,Well Name,1 NERUD,3
26737,Well Name,1 NERUD INC,2
26738,Well Name,1 NESBIT,2
26739,Well Name,1 NESBITT,1
26740,Well Name,1 NESHEM,1
26741,Well Name,1 NESOM,1
26742,Well Name,1 NESS,2
26743,Well Name,1 NESS 41-23,1
26744,Well Name,1 NESS-SCHROEDER UNIT,1
26745,Well Name,1 NESSET,1
26746,Well Name,1 NESTEBOE,1
26747,Well Name,1 NESTING,1
26748,Well Name,1 NESTLE,1
26749,Well Name,1 NETA RAE,1
26750,Well Name,1 NETHIG-GOVT,1
26751,Well Name,1 NETTIE KAERCHER,1
26752,Well Name,1 NETTIE WAY,2
26753,Well Name,1 NEUENSCHWANDER,1
26754,Well Name,1 NEUENSCHWANDER WYO,1
26755,Well Name,1 NEUENSCHWANDER-GOVT,1
26756,Well Name,1 NEULAUER,1
26757,Well Name,1 NEUMAN,1
26758,Well Name,1 NEUMAN RANCH,1
26759,Well Name,1 NEUWORTH,1
26760,Well Name,"1 NEVADA-FEDERAL ""A""",1
26761,Well Name,1 NEVELKO,1
26762,Well Name,1 NEVENSCHWANDER GOVERNMENT,1
26763,Well Name,1 NEVILLE,1
26764,Well Name,1 NEVIN-ALLISON,1
26765,Well Name,1 NEVINS,4
26766,Well Name,1 NEW FORK,2
26767,Well Name,1 NEW MAN,1
26768,Well Name,1 NEW MEXICO,1
26769,Well Name,"1 NEW MEXICO ""B""",1
26770,Well Name,1 NEW MEXICO-ARIZONA LAND,1
26771,Well Name,1 NEW MOON UNIT,1
26772,Well Name,1 NEW YEAR MANY RIBS,1
26773,Well Name,1 NEWARK VALLEY UNIT-FED,1
26774,Well Name,1 NEWBERGER,1
26775,Well Name,1 NEWBERRY,1
26776,Well Name,1 NEWBOLD,1
26777,Well Name,1 NEWCASTLE,1
26778,Well Name,1 NEWCOMB,1
26779,Well Name,1 NEWELL,1
26780,Well Name,1 NEWELL PROSPECT,1
26781,Well Name,1 NEWHOUSE,2
26782,Well Name,1 NEWHOUSE FOUNDATION,1
26783,Well Name,1 NEWHOUSE STATE,1
26784,Well Name,1 NEWLAND,1
26785,Well Name,1 NEWLIN,1
26786,Well Name,1 NEWMAN A,1
26787,Well Name,1 NEWMANN,1
26788,Well Name,1 NEWSOM,1
26789,Well Name,1 NEWSON,3
26790,Well Name,1 NEWTON,5
26791,Well Name,1 NEWTON BANK,1
26792,Well Name,1 NEWTON SHEEP,1
26793,Well Name,1 NEWTON-FEDERAL,1
26794,Well Name,1 NEWTON-FEDERAL A,1
26795,Well Name,1 NEWTON-STATE,1
26796,Well Name,1 NEYENHUIS,1
26797,Well Name,1 NEYQUIST,1
26798,Well Name,1 NICHELSON,1
26799,Well Name,1 NICHOLAS,1
26800,Well Name,1 NICHOLAS WASH,1
26801,Well Name,1 NICHOLS,5
26802,Well Name,"1 NICHOLS ""A""",1
26803,Well Name,1 NICHOLS-GOVT,1
26804,Well Name,1 NICHOLSON,3
26805,Well Name,1 NICHOLSON BROS,1
26806,Well Name,1 NICK,1
26807,Well Name,1 NICK KRITSAS,1
26808,Well Name,1 NICK RAY UNIT,1
26809,Well Name,1 NICKEL,1
26810,Well Name,1 NICKEL UNIT,1
26811,Well Name,1 NICKELBURG,1
26812,Well Name,1 NICKELL,3
26813,Well Name,1 NICKELS,2
26814,Well Name,1 NICKERSON,4
26815,Well Name,1 NICKERSON ET AL,1
26816,Well Name,1 NICKEY,1
26817,Well Name,1 NICKLAS,12
26818,Well Name,"1 NICKLES ""A""",1
26819,Well Name,1 NICKOLS,1
26820,Well Name,1 NICKOLSEN,1
26821,Well Name,1 NICOLA,1
26822,Well Name,1 NICOLAYSEN,1
26823,Well Name,1 NICOLEN,1
26824,Well Name,1 NIEBUHR,1
26825,Well Name,1 NIEBUR,2
26826,Well Name,1 NIEGUMR,1
26827,Well Name,1 NIELS,2
26828,Well Name,1 NIELSON,5
26829,Well Name,1 NIEMEIER,1
26830,Well Name,1 NIENOW,1
26831,Well Name,1 NIERA,1
26832,Well Name,1 NIES,1
26833,Well Name,1 NIEWEG,1
26834,Well Name,1 NIGGINBOTHAM,1
26835,Well Name,1 NIGHTINGALE,1
26836,Well Name,1 NILES,1
26837,Well Name,1 NILES-ESTATE,1
26838,Well Name,1 NILSEN FEDERAL,1
26839,Well Name,1 NIMIMO,1
26840,Well Name,1 NINILCHIK,1
26841,Well Name,1 NINILCHIK UNIT,1
26842,Well Name,1 NISLEY,1
26843,Well Name,1 NISSELIOUS,1
26844,Well Name,1 NISSELUIS,1
26845,Well Name,1 NISSLEY FEDERAL,1
26846,Well Name,1 NIX,1
26847,Well Name,1 NIX RANCH,1
26848,Well Name,1 NIXON COMMUNITY,1
26849,Well Name,1 NJOS,1
26850,Well Name,1 NM FEDERAL,1
26851,Well Name,1 NM-NB,1
26852,Well Name,1 NO BOUNDARY BUTTE,1
26853,Well Name,1 NO WATER CREEK,1
26854,Well Name,1 NOBLE,2
26855,Well Name,1 NOCKI,1
26856,Well Name,1 NOFFSINGER,1
26857,Well Name,1 NOKES,1
26858,Well Name,1 NOKES-SILVER CREEK,1
26859,Well Name,1 NOLA-FEDERAL,1
26860,Well Name,1 NOLAN,5
26861,Well Name,1 NOLAND,1
26862,Well Name,1 NOLL,2
26863,Well Name,1 NOLTING,1
26864,Well Name,1 NOOMAN,1
26865,Well Name,1 NOONAN INC,1
26866,Well Name,1 NOONEN,3
26867,Well Name,1 NORA ALLISON,1
26868,Well Name,1 NORA FEDERAL,3
26869,Well Name,1 NORA PICKREL,1
26870,Well Name,1 NORA SMITH C-36,1
26871,Well Name,1 NORA WANEK,1
26872,Well Name,1 NORAGER,1
26873,Well Name,1 NORBERG,2
26874,Well Name,1 NORBY,2
26875,Well Name,1 NORBY MELBY,1
26876,Well Name,1 NORBYE,1
26877,Well Name,1 NORCOTT,3
26878,Well Name,1 NORDBY,2
26879,Well Name,1 NORDERHUS,1
26880,Well Name,1 NORDHAGEN,2
26881,Well Name,1 NORDHAGEN-GOVT,1
26882,Well Name,1 NORDHAUSEN,1
26883,Well Name,1 NORDKIL-NELSON,1
26884,Well Name,1 NORDLOH,2
26885,Well Name,1 NORDMARCK,1
26886,Well Name,1 NORDMARK,2
26887,Well Name,1 NORDWICK,1
26888,Well Name,1 NOREBERG-FERSLING,1
26889,Well Name,1 NORFOLK,4
26890,Well Name,1 NORFOLK 2,1
26891,Well Name,1 NORFOLK UNIT,1
26892,Well Name,1 NORFOLK-FEDERAL,1
26893,Well Name,1 NORFOLK-STATE,1
26894,Well Name,1 NORGEN,1
26895,Well Name,1 NORGREN,1
26896,Well Name,1 NORHEIM,1
26897,Well Name,1 NORMA FEDERAL,1
26898,Well Name,1 NORMAN,7
26899,Well Name,1 NORMAN FEDERAL,1
26900,Well Name,1 NORMAN HOVLAND,1
26901,Well Name,1 NORMAN LAVANGER,1
26902,Well Name,1 NORMAN OVERLEE,1
26903,Well Name,1 NORMAN RANCH-FEDERAL,1
26904,Well Name,1 NORMAN ROD,1
26905,Well Name,1 NORMAN-JESSEN,1
26906,Well Name,1 NORMAND,1
26907,Well Name,1 NORMARK,1
26908,Well Name,1 NORMOND,1
26909,Well Name,1 NORRIS,4
26910,Well Name,1 NORRIS ESTATE,1
26911,Well Name,1 NORRIS GRAIN CO,2
26912,Well Name,1 NORSBY,1
26913,Well Name,1 NORSLETTEN,1
26914,Well Name,1 NORSWORTHY ET AL,1
26915,Well Name,1 NORTH,2
26916,Well Name,1 NORTH BLUFF FEDERAL,1
26917,Well Name,1 NORTH BUTTE-FEDERAL,1
26918,Well Name,1 NORTH CISCO DOME,1
26919,Well Name,1 NORTH CREEK FED,1
26920,Well Name,1 NORTH CRESTON,1
26921,Well Name,"1 NORTH DAKOTA ""D""",1
26922,Well Name,1 NORTH DAKOTA STATE,1
26923,Well Name,1 NORTH DAKOTA-FED,1
26924,Well Name,1 NORTH DERBY-FEDERAL,1
26925,Well Name,1 NORTH DESERT CREEK,1
26926,Well Name,1 NORTH DESERT SPRINGS,1
26927,Well Name,1 NORTH FIREHOLE,1
26928,Well Name,1 NORTH FORK-FEDERAL,1
26929,Well Name,1 NORTH FRANKLIN BLUFF,1
26930,Well Name,1 NORTH GILLETTE,2
26931,Well Name,1 NORTH GRADY FEDERAL,1
26932,Well Name,1 NORTH GYPSUM VALLEY,1
26933,Well Name,1 NORTH HERFORD,1
26934,Well Name,1 NORTH HOLLINGSWORTH,1
26935,Well Name,1 NORTH INIGOK,1
26936,Well Name,1 NORTH ISMAY,1
26937,Well Name,1 NORTH KALIKPIK,1
26938,Well Name,1 NORTH KANE,1
26939,Well Name,1 NORTH LANCE STATE,1
26940,Well Name,1 NORTH PARK COAL,1
26941,Well Name,1 NORTH PEDERSON,1
26942,Well Name,1 NORTH PRAIRIE CREEK,1
26943,Well Name,1 NORTH PRONG-FEDERAL,1
26944,Well Name,1 NORTH RAINBOW-FEDERAL,1
26945,Well Name,1 NORTH RANCH,1
26946,Well Name,1 NORTH RANGELY,1
26947,Well Name,1 NORTH REDOUBT SHOAL 17579,1
26948,Well Name,1 NORTH RIFLE UNIT,1
26949,Well Name,1 NORTH SAGE CREEK,1
26950,Well Name,1 NORTH SHEEP CAMP,1
26951,Well Name,1 NORTH SIMPSON,1
26952,Well Name,1 NORTH SMITH,1
26953,Well Name,1 NORTH SPOTTED HORSE,1
26954,Well Name,1 NORTH SPRING CREEK COULEE,1
26955,Well Name,1 NORTH SPRING CREEK FEDERAL,1
26956,Well Name,1 NORTH SPRINGS UNIT,1
26957,Well Name,1 NORTH STERLING,1
26958,Well Name,1 NORTH STOCK BUTTE FED.,1
26959,Well Name,1 NORTH WALKER CREEK-FED,1
26960,Well Name,1 NORTHDURFT,1
26961,Well Name,1 NORTHEAST JOYCE CREEK,1
26962,Well Name,1 NORTHEAST OTTO-FEDERAL,1
26963,Well Name,1 NORTHERN CLAIR,1
26964,Well Name,1 NORTHERN FARM,1
26965,Well Name,1 NORTHERN FARMS,1
26966,Well Name,1 NORTHERN GREAT PLAINS PROJ,1
26967,Well Name,1 NORTHERN NATURAL-STATE,1
26968,Well Name,1 NORTHERN PACIFIC,2
26969,Well Name,"1 NORTHERN PACIFIC ""K""",1
26970,Well Name,1 NORTHERN UTILITIES,1
26971,Well Name,1 NORTHERN WYOMING LAND,1
26972,Well Name,1 NORTHLAND,1
26973,Well Name,1 NORTHRUP,2
26974,Well Name,1 NORTHRUP FEDERAL D,1
26975,Well Name,1 NORTHWEST JOYCE CREEK,1
26976,Well Name,1 NORTHWEST LISBON,1
26977,Well Name,1 NORTHWEST PRAIRIE,1
26978,Well Name,1 NORTON,5
